本週，你很可能會受到宇宙的啟發，更好地完成創意項目。因此，如果你是作家或者藝術家，就花點時間喚起靈感吧。水星和金星會帶給你很多快樂，所以如果你有孩子，本週你可以安排出更多的時間和孩子相處。如果你想獲得外部的融資或資金流入，在本週，相關的事項可能會遇到困難。但你遇到的障礙都會幫助你完善構想，最終讓整個項目變得更好。,巨蟹,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['本週', '，', '你', '很', '可能', '會', '受到', '宇宙', '的', '啟發', '，', '更', '好', '地', '完成', '創意', '項目', '。', '因此', '，', '如果', '你', '是', '作家', '或者', '藝術家', '，', '就', '花', '點', '時間', '喚起', '靈感', '吧', '。', '水星', '和', '金星', '會', '帶', '給', '你', '很多', '快樂', '，', '所以', '如果', '你', '有', '孩子', '，', '本週', '你', '可以', '安排', '出', '更', '多', '的', '時間', '和', '孩子', '相處', '。', '如果', '你', '想', '獲得', '外部', '的', '融資', '或', '資金', '流入', '，', '在', '本週', '，', '相關', '的', '事項', '可能', '會', '遇到', '困難', '。', '但', '你', '遇到', '的', '障礙', '都', '會', '幫助', '你', '完善', '構想', '，', '最終', '讓', '整個', '項目', '變', '得', '更', '好', '。']"
雖然依然在逆行中的金星在本周可能在職場中攪起些緊張事態，但她將得到水星的援助。這兩顆漂亮的小傢伙將攜手幫助你用非凡的領導力來清晰地表達出自己的想法。若你被要求在某個董事會議中發言，或向同事、投資者說明某個想法，那麼你的言辭將不費吹灰之力地迸發出火花，尤其在本周初期。之後將目光投向周五，你被要求說的話可能和你自己真實的興趣之間有些矛盾。若有什麼事令你苦惱，那也許這個線索表明你之前一直工作得很辛苦，需要在即將到來的周末放鬆一下。,水瓶,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['雖然', '依然', '在', '逆行', '中', '的', '金星', '在', '本周', '可能', '在', '職場', '中', '攪', '起', '些', '緊張', '事態', '，', '但', '她', '將', '得到', '水星', '的', '援助', '。', '這', '兩', '顆', '漂亮', '的', '小傢伙', '將', '攜手', '幫助', '你', '用', '非凡', '的', '領導', '力', '來', '清晰', '地', '表達', '出', '自己', '的', '想法', '。', '若', '你', '被', '要求', '在', '某個', '董事', '會議', '中', '發言', '，', '或', '向', '同事', '、', '投資者', '說明', '某個', '想法', '，', '那麼', '你', '的', '言辭', '將', '不', '費', '吹', '灰', '之', '力', '地', '迸發', '出', '火花', '，', '尤其', '在', '本周', '初期', '。', '之後', '將', '目光', '投向', '周五', '，', '你', '被', '要求', '說', '的', '話', '可能', '和', '你', '自己', '真實', '的', '興趣', '之間', '有些', '矛盾', '。', '若', '有', '什麼', '事', '令', '你', '苦惱', '，', '那', '也許', '這個', '線索', '表明', '你', '之前', '一直', '工作', '得', '很', '辛苦', '，', '需要', '在', '即將', '到來', '的', '周末', '放鬆', '一下', '。']"
水星會與金星在你家宅宮內牽手，散播暖意。當金星在此地逆行，她將與你關係宮內的火星構成棘手的角度。你可能會與現任或過去的伴侶關係緊張，但也會得到海王星憐憫之力的幫助。記住，金星逆行對所有人都有影響，你也許需要對某些人敬而遠之。,獅子,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['水星會', '與', '金星', '在', '你家', '宅宮', '內', '牽', '手', '，', '散播', '暖意', '。', '當', '金星', '在', '此地', '逆行', '，', '她', '將', '與', '你', '關係', '宮內', '的', '火星', '構成', '棘手', '的', '角度', '。', '你', '可能', '會', '與', '現任', '或', '過去', '的', '伴侶', '關係', '緊張', '，', '但', '也', '會', '得到', '海王星', '憐憫', '之', '力', '的', '幫助', '。', '記住', '，', '金星', '逆行', '對', '所有', '人', '都', '有', '影響', '，', '你', '也許', '需要', '對', '某些', '人', '敬而遠之', '。']"
當火星行經你的財帛宮，你也許又開始有股強烈的慾望去梳理下你的財務狀況，或尋找新的致富機會。利用這個星象去與自己的心靈談話，因為你會驚喜地發現自己的判斷是多麼流暢，尤其在本周初。隨著周末逐漸臨近，你的個人目標及與朋友之間的互動之間也許會發生些摩擦。然而在海王星的影響下，激起你的同理心，使你能撫平任何漣漪。,摩羯,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['當', '火星', '行', '經', '你', '的', '財帛宮', '，', '你', '也許', '又', '開始', '有', '股', '強烈', '的', '慾望', '去', '梳理', '下', '你', '的', '財務', '狀況', '，', '或', '尋找', '新', '的', '致富', '機會', '。', '利用', '這個', '星象去', '與', '自己', '的', '心靈', '談話', '，', '因為', '你', '會', '驚喜', '地', '發現', '自己', '的', '判斷', '是', '多麼', '流暢', '，', '尤其', '在', '本周', '初', '。', '隨', '著', '周末', '逐漸', '臨近', '，', '你', '的', '個人', '目標', '及', '與', '朋友', '之間', '的', '互動', '之間', '也許', '會', '發生', '些', '摩擦', '。', '然而', '在', '海王星', '的', '影響', '下', '，', '激起', '你', '的', '同理', '心', '，', '使', '你', '能', '撫平', '任何', '漣漪', '。']"
水金協力，雙魚座思維異常敏捷。這股效力將延續一周，並在水星與雙魚座守護星海王成相時達到頂點（海王近些年一直行運於雙魚座）。週五雙魚座的溝通本領十分出眾，但你卻有點想要獨自一人。為自己留點空間和時間沒什麼問題，因為世界並不會因此離你遠去，當你準備好與他人分享自己的想法，眾人已經翹首以待了。,雙魚,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['水金', '協力', '，', '雙魚座', '思維', '異常', '敏捷', '。', '這', '股', '效力', '將', '延續', '一', '周', '，', '並', '在', '水星', '與', '雙魚', '座', '守護', '星海', '王成相', '時', '達到', '頂點', '（', '海王', '近些年', '一直', '行', '運', '於', '雙魚', '座', '）', '。', '週五', '雙魚座', '的', '溝通', '本領', '十分', '出眾', '，', '但', '你', '卻', '有點', '想', '要', '獨自', '一', '人', '。', '為', '自己', '留', '點', '空間', '和', '時間', '沒什麼', '問題', '，', '因為', '世界', '並', '不', '會', '因此', '離', '你', '遠', '去', '，', '當', '你', '準備', '好', '與', '他人', '分享', '自己', '的', '想法', '，', '眾人', '已經', '翹首以待', '了', '。']"
鑑於愛神金星與行運於天蠍座的水星成吉相，天蠍座馬上就要有展示能言善辯本事的機會了。水星亦會大力支持海王星，這顆行星已經在代表天蠍座創意自我表達和子女的位置逡巡多年了。若你在寫書或者運作藝術項目，本週必定靈感大發。火星在天蠍座的家庭宮橫衝直撞，甚至可能會製造些摩擦。本週你可以盡可以你喜歡的方式闡述自己的想法。,天蠍,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['鑑於', '愛', '神', '金星', '與', '行運', '於', '天蠍座', '的', '水星', '成', '吉相', '，', '天蠍座', '馬上', '就要', '有', '展示', '能言善辯', '本事', '的', '機會', '了', '。', '水星', '亦', '會', '大力', '支持', '海王星', '，', '這', '顆', '行星', '已經', '在', '代表', '天蠍座', '創意', '自我', '表達', '和', '子女', '的', '位置', '逡巡', '多年', '了', '。', '若', '你', '在', '寫', '書', '或者', '運作', '藝術', '項目', '，', '本週', '必定', '靈感', '大', '發', '。', '火星', '在', '天蠍座', '的', '家庭', '宮', '橫衝直撞', '，', '甚至', '可能', '會', '製造', '些', '摩擦', '。', '本週', '你', '可以', '盡', '可以', '你', '喜歡', '的', '方式', '闡述', '自己', '的', '想法', '。']"
本週，如果你正在和投資者或貸款機構商談，雙方都會獲得好處，這是因為水星和金星現在都來到了你星盤中代表資金安排的領域。周初是討論財務問題的最佳時間，因為如果我們前瞻週五，你會發現守護星火星會與水星惡言相向。請注意正確理解協議條款的內容，要確保條款符合你的最大利益。白羊們，你們是十二星座中出了名的膽大，但很快你就會發現，是時候三思而後行了。,白羊,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['本週', '，', '如果', '你', '正在', '和', '投資者', '或', '貸款', '機構', '商談', '，', '雙方', '都', '會', '獲得', '好處', '，', '這', '是', '因為', '水星', '和', '金星', '現在', '都', '來到', '了', '你', '星', '盤中', '代表', '資金', '安排', '的', '領域', '。', '周初', '是', '討論', '財務', '問題', '的', '最佳', '時間', '，', '因為', '如果', '我們', '前瞻', '週五', '，', '你', '會', '發現', '守護', '星', '火星', '會', '與', '水星', '惡言', '相向', '。', '請', '注意', '正確', '理解', '協議', '條款', '的', '內容', '，', '要', '確保', '條款', '符合', '你', '的', '最', '大', '利益', '。', '白', '羊', '們', '，', '你們', '是', '十二', '星座', '中', '出', '了', '名', '的', '膽大', '，', '但', '很快', '你', '就', '會', '發現', '，', '是', '時候', '三思而後行', '了', '。']"
你寫作和表達自己思緒的能力，本周可能會為你帶來財務機會。也許你能出售自己的故事或文章，或者你的演說吸引到有影響力的人物的注意力，並完全贏得了合同。雖說逆行的金星位於你的金錢宮，可能會製造延遲或者混亂，但本周行星們會站在你這邊。不管會出現什麼樣的小波折，你的智慧和言辭都能撫平。,天秤,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['你', '寫作', '和', '表達', '自己', '思緒', '的', '能力', '，', '本周', '可能', '會', '為', '你', '帶來', '財務', '機會', '。', '也許', '你', '能', '出售', '自己', '的', '故事', '或', '文章', '，', '或者', '你', '的', '演說', '吸引', '到', '有', '影響力', '的', '人物', '的', '注意力', '，', '並', '完全', '贏得', '了', '合同', '。', '雖說', '逆行', '的', '金星', '位於', '你', '的', '金錢', '宮', '，', '可能', '會', '製造', '延遲', '或者', '混亂', '，', '但', '本周', '行星', '們', '會', '站', '在', '你', '這邊', '。', '不管', '會', '出現', '什麼樣', '的', '小', '波折', '，', '你', '的', '智慧', '和', '言辭', '都', '能', '撫平', '。']"
水星和金星會在本週點亮你的親密關係宮，因此本週你可能會送出或收到傳遞愛意的訊息。雖然金星逆行可能意味著感情中的混亂時刻，但你也會在這段時間享受輕鬆時刻。海王星——這顆夢和靈感的行星會從你的社交宮向水星散發光芒，讓未曾說出口的浪漫話語變得更為深邃。花點時間和愛人在一起吧，如果你是單身，就下載約會軟件或者和朋友一起出去認識新朋友吧。,金牛,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['水星', '和', '金星', '會', '在', '本週', '點亮', '你', '的', '親密', '關係', '宮', '，', '因此', '本週', '你', '可能', '會', '送', '出', '或', '收到', '傳遞', '愛意', '的', '訊息', '。', '雖然', '金星', '逆行', '可能', '意味', '著', '感情', '中', '的', '混亂', '時刻', '，', '但', '你', '也', '會', '在', '這', '段', '時間', '享受', '輕鬆', '時刻', '。', '海王', '星', '——', '這', '顆', '夢', '和', '靈感', '的', '行星', '會', '從', '你', '的', '社交', '宮向水星', '散發', '光芒', '，', '讓', '未曾', '說', '出口', '的', '浪漫', '話語', '變', '得', '更為', '深邃', '。', '花', '點', '時間', '和', '愛人', '在', '一起', '吧', '，', '如果', '你', '是', '單身', '，', '就', '下載', '約會', '軟件', '或者', '和', '朋友', '一起', '出去', '認識', '新', '朋友', '吧', '。']"
本週，家是你的庇護所，這對滿世界浪的射手座來說可不常見。但是當代表交流和愛的星星一起來到了你獨處和精神世界的宮位，你很想尋求安靜的隱退。除此之外，海王星會從你的家庭生活宮里為這個角度獻上祝福之吻，鼓勵你去把家裡弄得溫暖而舒適。你的生活空間會因一束花而熠熠生輝，又或你可能會進行芬芳療愈實驗和冥想。,射手,http://www.go4134.com/26143242312133823458/1015-10215095845,10/14/2018,【蘇珊米勒】每周星座運勢10.15-10.21,蘇珊米勒,"['本週', '，', '家', '是', '你', '的', '庇護所', '，', '這', '對', '滿', '世界', '浪', '的', '射手', '座', '來說', '可', '不', '常見', '。', '但是', '當', '代表', '交流', '和', '愛', '的', '星星', '一起', '來到', '了', '你', '獨處', '和', '精神', '世界', '的', '宮位', '，', '你', '很', '想', '尋求', '安靜', '的', '隱退', '。', '除此之外', '，', '海王星', '會', '從', '你', '的', '家庭', '生活', '宮', '里', '為', '這個', '角度', '獻', '上', '祝福', '之', '吻', '，', '鼓勵', '你', '去', '把', '家裡', '弄', '得', '溫暖', '而', '舒適', '。', '你', '的', '生活', '空間', '會', '因', '一', '束', '花', '而', '熠熠生輝', '，', '又', '或', '你', '可能', '會', '進行', '芬芳', '療愈', '實驗', '和', '冥想', '。']"
